Country or Area,Year,"Undata Carbon Dioxide (Co2) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions, Including Indirect Co2, Without Lulucf, In Kilotonne Co2 Equivalent ","Undata Hydrofluorocarbons (Hfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Methane (Ch4) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Nitrogen Trifluoride (Nf3) Emissions, In Kilotonne Co2 Equivalent ","Undata Nitrous Oxide (N2O) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Sulphur Hexafluoride (Sf6) Emissions, In Kilotonne Co2 Equivalent","Undata Unspecified Mix Of Hydrofluorocarbons (Hfcs) And Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent "
European Union,2014,3050653.3091367,3764333.0158579,3767739.32618248,95233.2271772466,430594.636866632,84.977704822234,178715.806269645,2760.85831691859,5543.48677353433,746.713612400619
Finland,2014,47619.2576866718,58519.6776481819,58575.8691084699,1257.84509061715,5508.39642805102,,4094.82962356973,3.75640312221182,35.59241615,
France,2014,341998.780790828,456751.015093499,457690.628859187,17150.45620137,67438.2490999569,5.9640196,29022.728933024,534.531227862841,600.30482085712,
Germany,2014,794738.545641846,893394.420024129,,10465.5461925216,56368.1006702616,18.9819,28202.4481474381,213.597804426,3160.283971735,226.9156959
Greece,2014,78636.4546529925,99837.2580564292,,5505.31595718109,11597.5915876486,,3971.16900926003,121.654206489709,5.07264285721,
Hungary,2014,43791.7766905256,58993.1401968853,,1756.19966199259,9422.6688687872,,3931.46243939562,4.31014049809426,86.722395686175,
Iceland,2014,3446.71672568902,4687.51532566464,,168.563164258772,709.02609173625,,271.6962609672,89.054703903899,2.4583791095,
Ireland,2014,36853.2113135941,59220.7420812395,,1139.3588514345,15642.7571413214,18.830930555507,5524.78552776445,3.22858181818181,38.569734751395,
Italy,2014,350126.681603186,435399.332311286,,17252.8500485942,49268.0551926014,28.174666666727,16910.17900857,1419.94433333333,369.019161550685,24.428296784
Japan,2014,1264071.90619174,1356511.02192248,1358719.03871153,35805.2600872984,28644.6692412369,1122.86733856963,21458.6754194466,3368.78458831932,2038.85905586987,
Latvia,2014,7173.20717668946,10712.5764905031,10733.1566559305,233.523081892421,2081.11651361722,,1215.88845797004,,8.841260334,
Liechtenstein,2014,161.2591698025,200.253709748026,,9.25818538753473,21.4773862228243,,8.1147985761516,0.02455475901572,0.119615,
Lithuania,2014,12854.8969294937,19857.264294635,19889.2278328044,445.998680043693,3888.76001800826,0.272734,2661.30414108939,,6.031792,
Luxembourg,2014,9823.49491792822,10785.4359875658,,61.5483924050156,655.573990706497,,236.097175071779,,8.721511454265,
Malta,2014,2364.41622771323,2807.2057560252,,211.740570738821,179.350216421075,,51.002127683071,0.0000011125,0.6966123565,
Monaco,2014,73.5517511218773,85.1976047407866,85.4307096240823,6.53590513435144,1.30881440372825,,3.70431147388158,0.0095364,0.087286206948,
Netherlands (Kingdom of the),2014,157467.568583376,187053.581238111,187482.935799228,1553.08540293507,20068.282452707,,7770.86599868323,92.6348004097251,101.144,
New Zealand,2014,35438.0085746422,79212.6252313242,,1245.99522332792,34545.5471507529,,7892.86366967776,73.4097881430554,16.800824780352,
Norway,2014,44641.4893529802,53906.6964138576,54246.1410058876,1028.05413335992,5851.68018129706,,2174.25258804759,160.88347296352,50.336685209275,
Poland,2014,309582.448512012,381064.717613607,381565.3012858,6501.19017826089,45169.2784000748,,19742.9568904424,14.4368026382556,54.40683017815,
Portugal,2014,47885.0432553483,64041.758004244,64181.0267272713,2460.04606233145,10660.6890770819,,2996.74513262311,12.6298072505751,26.604669608695,
Romania,2014,79126.8813554927,118214.812984831,,1260.04219380371,28235.5306466274,,9546.03267615823,5.7063,40.61981274923,
Russian Federation,2014,1639959.07251783,2037643.31382248,,24871.429415664,292561.731223869,1.08287244,76121.5560892996,3054.05173270164,1074.38997067504,
Slovakia,2014,33658.6387080337,40140.2042798463,40189.7447869446,626.139157694353,3974.11827629994,,1856.68015421931,10.024603494,14.603380105,
Slovenia,2014,13561.3062730703,16726.1233339919,,302.903806507532,2187.67027464797,,643.677189901572,13.688192089539,16.877597775,
Spain,2014,254179.717396492,321937.434354585,,14751.8200820874,40716.5830699435,,11520.3283555235,57.0636900420694,216.552140779,495.369619716619
Sweden,2014,43473.3652320177,53729.4133514532,,1039.00195721989,5188.47092652102,,3907.40291497656,73.885169665593,47.28715105242,
Switzerland,2014,39228.5903696995,49425.4802914442,49553.8186819631,1388.86256395177,5405.68539376496,0.5666640525,3111.15413556522,20.6364986180078,269.984665792275,
Türkiye,2014,364028.27768672,459489.507978736,,4929.69968248071,58545.0588814237,,31724.9482824468,186.648245665128,74.8752,
Ukraine,2014,257639.014851784,362747.715703749,,869.100212907154,68919.9016692944,,35302.9733041084,,16.725665655144,
United Kingdom,2014,440062.648354939,531430.161540354,,13343.1597547237,58440.2498800096,0.337573638192,18926.3145798525,219.211375113766,438.240022077125,
United States of America,2014,5528681.06717629,6898525.59577771,,141872.590553877,772049.542555228,483.523295974033,430181.468564224,5235.70302680092,7842.11590731842,12179.584698
Australia,2015,401793.062460524,534936.016961654,,9844.64205325769,103955.984361692,,19054.8322733447,171.323657071029,116.17215576402,
Austria,2015,66365.6413301196,78884.4645625268,,1896.85838818478,7103.22155285219,12.59825,3142.20111405861,44.893263,319.05066431161,
Belarus,2015,58798.911467351,88307.4556571981,,164.421870722719,17221.8007078392,7.991339472,12094.3686797235,13.9154671136977,6.046124976,
Belgium,2015,101145.63283342,118990.380479834,,3795.65163356018,8487.18832618972,0.79534,5328.0910370233,137.543042569747,95.478267071125,
Bulgaria,2015,48121.0154794207,60421.3955011406,60493.7604571174,693.573073407392,7440.42848600287,,4147.73035701132,0.02790159823847,18.62020370007,
Canada,2015,570680.330900277,722918.267977926,,11041.0470989509,109975.157853482,0.011008,29778.1715919904,976.679970093624,466.869555132216,
Croatia,2015,17824.7043121714,24611.0481546476,,948.11791692388,4265.87638474419,,1566.60228680808,,5.747254,
Cyprus,2015,6971.57539673562,8343.27157279353,8347.08037279353,246.654110429218,957.01209185498,,151.237860773713,,16.792113,
Czechia,2015,105022.271628204,128506.449015901,129312.279083979,3309.68923795335,14938.4986490832,2.012822,5151.19816597897,2.10825269005952,80.67025999162,
Denmark,2015,36426.2444451891,50834.6194028859,51152.7388733715,501.400219071035,8503.37872548266,,5278.19716221515,0.01588548,125.382965447935,
Estonia,2015,15823.9978316599,17972.5911850475,,216.430788248505,1151.48062041693,,778.259239938123,,2.4227047841,
European Union,2015,3102075.75343376,3809061.47428818,3812415.62585652,87246.4111252849,431827.739277019,77.379723204224,178364.216213509,2808.68517937393,5920.13826750081,741.15106852219
Finland,2015,44185.6712766093,55009.2367584485,55064.1761560255,1192.69412519139,5469.50835968538,,4137.49200417312,1.38524338928654,22.4857494,
France,2015,346625.558473672,460283.690766284,461134.636256296,16977.6344051868,66819.0187892193,5.835132982,28758.5112269409,465.408451014369,631.72428726904,
Germany,2015,798084.702360403,896657.872363119,,10694.2771093373,55895.2773154482,11.1251,28155.1880201976,222.586852238,3346.423513395,248.2920921
Greece,2015,74927.6314407955,95965.2872609202,,5641.70618932334,11378.5553081513,,3904.12878259076,108.049753336049,5.2157867232,
Hungary,2015,46717.4037438282,62201.0936423235,,1884.83193975114,9451.01471941571,,4021.76597444194,4.10183363368324,121.97543125285,
Iceland,2015,3543.71325448561,4772.70833293745,,161.371170400982,714.625387512397,,258.114056777744,93.249968112662,1.63449564805,
Ireland,2015,38718.5463658255,61724.0283121109,,1116.55790342231,16233.3835188692,16.355555555507,5574.84618785136,18.4686636363637,45.87011695064,
Italy,2015,361935.924442637,445735.650475484,,15629.738658776,49315.5591501065,28.416666666717,16787.5663505933,1528.72566666667,485.29124325358,24.428296784
Japan,2015,1223168.71725039,1317836.19551296,1320021.27888262,39283.2503400904,28273.038754273,571.03108219646,21150.9202433741,3314.13252281229,2075.10531982626,
Latvia,2015,7263.4534927407,10744.7871967301,10761.8240818575,243.163805752487,1967.73841736617,,1260.00276832185,,10.42871254888,
Liechtenstein,2015,159.773794297678,198.635851446324,,9.365332282589,21.285635205609,,8.1593112786876,0.01323838176036,0.03854,
Lithuania,2015,13055.4576022727,20155.0558345276,20190.0453838355,550.82393574542,3861.96853416284,0.240856,2681.28041434665,,5.284492,
Luxembourg,2015,9350.99622024919,10313.8749218993,,61.3791226290914,657.401413097704,,234.905875219644,,9.19229070369,
Malta,2015,1665.29347622047,2129.16231041379,,219.991432799973,192.566413557413,,51.0220993669377,0.0000011125,0.2888873565,
Monaco,2015,75.8084263625783,88.213310109666,88.4563274932849,7.28940689378718,1.35543460750125,,3.67247493879132,,0.087567307008,
Netherlands (Kingdom of the),2015,163802.240099381,194015.913834584,194467.633481531,1730.70479284605,20292.9203722861,,7970.9473648709,103.998205200819,115.103,
New Zealand,2015,35812.1366670311,79036.9889521683,,1280.99044181233,34048.883213916,,7819.92881753662,58.5852132926597,16.46459857962,
Norway,2015,45194.4297032547,54362.8163180118,54690.5539162218,909.852932832413,5848.43465548209,,2208.80651292391,131.6276073,69.664906218635,
Poland,2015,312715.421460975,383395.33033602,383941.516552689,5583.52356201351,45941.2287281747,,19062.0508358302,13.7149625063428,79.39078652008,
Portugal,2015,52203.4395476561,68178.6445975617,68322.8345803614,2593.69163312171,10437.9063978803,,2905.77278836547,13.9436129557087,23.89061758233,
Romania,2015,78031.9138181912,117099.806403459,,1381.32002578391,28061.7725271453,,9579.13968548118,5.9052,39.755146857855,
Russian Federation,2015,1638675.26323569,2033334.96287603,,22456.236446346,289930.20317483,1.2966048,77737.500037807,3505.87664825937,1028.58672829352,
Slovakia,2015,34471.9363720756,40869.5769988825,40925.9207207202,704.835072608107,3980.85237890414,,1689.55227459107,7.64756733366091,14.75333337,
Slovenia,2015,13645.4850327395,16912.4653996892,,312.094208349751,2258.08161385324,,665.455616845981,14.1547651507278,17.19416275,
Spain,2015,270767.456111149,333623.407679838,,8181.88282190557,42287.8626831104,,11605.0744068787,84.3125322976322,228.388444858,468.43067963819
Sweden,2015,43418.7436702343,53557.2249853686,,1058.54779959739,5058.33011107743,,3935.14237528572,31.693523564079,54.7675056096,
Switzerland,2015,38725.5925879034,48903.4839308071,49026.8572022955,1426.49621206921,5375.06460603219,0.6836418225,3070.95453890254,23.6025059171481,281.08983816009,
Türkiye,2015,384929.660292175,474967.534844247,,4817.54993968459,52784.7986675397,,32262.3287710037,91.367973844,81.8292,
Ukraine,2015,223787.571186657,319166.584786195,,801.64997846126,61552.6320795045,,33005.0894698824,,19.64207168958,
United Kingdom,2015,423772.572592366,513880.193216919,,13349.2905000121,57334.2867764761,0.337573638192,18748.5782632218,257.223162132037,417.90434907252,
United States of America,2015,5376473.12467895,6737358.64379383,,144455.491263394,771325.761077485,530.216951668691,419283.870580757,4739.79214081549,7107.65893756461,13442.7281632
Australia,2016,411264.287715373,543976.812336764,,10248.9823086957,103078.580409683,,19042.9126227538,224.924133892,117.125146366224,
Austria,2016,67226.5746816529,79821.2639678851,,1884.44296600507,7023.26696432911,5.7477,3230.68234312308,45.65169,404.897622774955,
Belarus,2016,58134.4830934153,87563.3041777217,,172.383674933972,17089.2541481099,7.603498908,12140.2429376187,13.2401131717697,6.096711564,
Belgium,2016,99623.0259569407,117419.565612826,,3775.26860468285,8446.15473793036,0.668955,5085.53981382652,388.435986783124,100.471557662105,
Bulgaria,2016,45336.9455354508,57773.5632343138,57847.1363998934,714.251792075083,7260.0006101485,,4443.01897702961,0.02349798206498,19.32282162774,
Canada,2016,557689.72717593,704927.867471719,,11305.1600230089,104732.076591537,0.14104,30060.8202924725,773.812079247213,366.130269523056,
Croatia,2016,18109.0143970186,24833.9443139464,,1083.59174918372,4284.31328780622,,1350.22365093785,,6.801229,
Cyprus,2016,7373.66968766224,8790.12251939741,8794.05201939741,267.016369528783,980.386395049634,,153.444719823499,,15.605347333255,
Czechia,2016,106680.870730177,130106.965985273,130878.000560779,3528.34032037675,14513.7243606076,2.012822,5299.19943002022,1.77501240870564,81.04330968271,
Denmark,2016,38231.8487604729,52906.1519029542,53212.2719130726,565.849788191918,8585.81517770987,,5415.01446654876,0.007114238625,107.61659579223,
Estonia,2016,17489.1738265757,19603.1286670126,,225.039723985605,1132.24614629645,,753.951283933771,,2.717686220995,
European Union,2016,3107560.21381696,3811406.64870187,3814693.57230312,88115.3679221969,427051.440643852,74.286033378508,178481.077411798,3186.93261899469,6186.3557752711,750.974479419771
Finland,2016,47247.9993008968,57833.1955455622,57888.4964960182,1133.69370626397,5305.2419380264,,4114.1921942299,1.37701428259582,30.6913918625,
France,2016,349938.184960694,462641.635100792,463485.053226157,16661.9738027647,66737.8770065073,5.464974823,28059.7590394734,580.189051086746,658.18626544291,
Germany,2016,801744.547450223,898559.814640654,,10629.795252387,54177.9569190279,10.4328,28018.6378484379,229.570680043,3563.34787293,185.525817605
Greece,2016,71361.0012597957,92274.5170163473,,5844.57154014863,10988.6694664877,,3952.86588871554,122.047139883158,5.36172131665,
Hungary,2016,47178.5008655333,62696.2213823381,,1774.93930124935,9347.59068487483,,4258.7173544397,4.07945307968275,132.393723161245,
Iceland,2016,3495.52018156646,4715.5370933036,,179.212187693658,700.918890341489,,255.93583328384,82.564137009662,1.3858634085,
Ireland,2016,40369.6774540593,64005.3571701113,,1184.30857561658,16685.945513601,15.792055555507,5675.57628082467,33.5465181818182,40.510772272415,
Italy,2016,358814.015766045,442962.277884435,,16223.3139680062,48816.0201319111,33.979000000001,17179.6213469772,1460.205,410.69437471145,24.428296784
Japan,2016,1202454.57089579,1300146.77322847,1302294.00385233,42645.3610940309,28233.9125760622,634.435284118484,20638.6199475476,3381.60819187845,2158.26523904671,
Latvia,2016,7211.63671527774,10742.1132725783,10759.8788032026,263.495345934232,1993.16656848127,,1263.61987843108,,10.194764454,
Liechtenstein,2016,149.838255915867,188.306780355554,,9.01613791089874,21.4135840363374,,8.0190597345217,0.0049377579294,0.014805,
Lithuania,2016,13121.736944121,20220.1666538291,20255.7854680523,691.008692460597,3767.37414383568,0.187726,2635.26085541183,,4.598292,
Luxembourg,2016,9094.19505720989,10077.8234190398,,59.797500461081,671.972410411471,,242.307786027325,,9.55066493007,
Malta,2016,1356.29835255174,1846.96046683684,,234.205245698852,204.392725559247,,51.9221295579996,0.0000011125,0.1420123565,
Monaco,2016,74.3240039209285,86.42891011081,86.6646454193796,7.23132557551563,1.3332960469725,,3.41718869308144,0.01001322,0.113082654312,
Netherlands (Kingdom of the),2016,164691.321428058,194644.487918941,195095.215946077,1551.5404591542,20427.8661233751,,7697.70834388981,152.817564463657,123.234,
New Zealand,2016,34153.005135594,76930.2239917472,,1304.23462995102,33558.1318867302,,7848.79793049025,48.691416228474,17.362992753264,
Norway,2016,44362.184065947,53447.0348100939,53765.3761516539,950.732390156233,5751.26501626163,,2152.39889098434,167.40385017,63.05059657466,
Poland,2016,323546.99000569,394315.269154148,394859.784895614,5689.61862459788,45468.0546350435,,19516.7944873006,13.0292143810256,80.782187135115,
Portugal,2016,50366.7072966054,66351.9358552369,66486.7532728988,2721.85206348644,10369.9637033881,,2853.68498458012,15.380046695762,24.347760481115,
Romania,2016,76714.5399532321,115310.163757546,,1538.33198577928,27424.6442906296,,9591.64032883061,4.89402060191994,36.11317847227,
Russian Federation,2016,1634884.97459021,2033968.36199881,,23646.8667798548,289469.961409929,8.1735948,81400.2868040512,3657.58436130409,900.514458658584,
Slovakia,2016,34914.4130400668,41318.6711803137,41371.1878632335,647.951988617868,3927.50078749763,,1816.97213417853,5.83642945283378,5.9968005,
Slovenia,2016,14458.3635100674,17790.0267666825,,328.001915731841,2297.66799157522,,671.070029244552,17.7888154709878,17.1345045925,
Spain,2016,259629.381252714,321649.69571911,,7954.38778311198,41823.871240802,,11381.9594916616,82.163451889948,236.9121339,541.020365030771
Sweden,2016,43414.1117159041,53468.248371046,,1076.8977807539,4971.15825769929,,3918.73821905516,28.1149169565338,59.22748067698,
Switzerland,2016,39178.6386413739,49211.9758657247,49336.1744778679,1396.8142095304,5335.96895158876,0.71881992,3027.06455136789,18.3332883533087,254.43740359044,
Türkiye,2016,405950.210449664,501107.906445411,,5110.98999650539,55581.9903949828,,34347.81693023,37.3722740288822,79.5264,
Ukraine,2016,233961.036444563,337606.149874867,,921.373314270171,66375.0069364493,,36324.3616492942,,24.371530290108,
United Kingdom,2016,400645.322536112,488309.306585866,,13359.7261261378,55295.4670130961,0.337573638192,18292.8998823389,267.231782823517,448.321671719485,
United States of America,2016,5252932.17508657,6578432.36172899,,144033.208416969,745432.535415428,534.695734178718,409509.280217953,4006.91525717514,7572.85816552308,14410.6934352
Australia,2017,414358.311523772,550874.867938502,,10476.3415614427,105002.791862103,,20719.4402875542,202.62553668,115.357166950272,
Austria,2017,69608.6669155922,82132.4922561807,,1892.29297997313,6993.400421791,11.2378,3174.93360185661,39.75225,412.20828696774,
Belarus,2017,59381.8526803598,89247.5958756475,,179.01650835958,17278.9204664539,7.2018604008,12381.9732700706,12.5407326163423,6.0903573864,
Belgium,2017,99055.0398644849,116909.236346445,,4072.86231624011,8263.19317244112,0.587006,5243.32522235347,169.607239925279,104.62152499967,
Bulgaria,2017,47430.5911738004,59715.8406723085,59789.1578377935,712.718033546612,7125.41585012255,,4429.03298989116,0.03097945721833,18.05164549061,
Canada,2017,566651.892344941,712233.80136867,,11097.4276044012,104067.299141371,0.2337136,29346.7692159218,754.76354701401,315.415801421364,
Croatia,2017,18743.9950230909,25709.3070960703,,1229.01876842784,4272.83775576744,,1456.22283628404,,7.2327125,
Cyprus,2017,7503.81197016124,8966.06743170521,8971.32973170521,287.912005880538,999.058541839055,,159.481398824379,,15.803515,
Czechia,2017,107776.570566776,130951.935618019,131682.835299064,3742.04099439132,14273.4423625821,3.12018,5078.49749003807,1.96587004751632,76.298154184315,
Denmark,2017,36158.8595353481,50773.9140433332,51074.160684882,477.290396665842,8586.01980446307,,5472.38525675594,0.981043752,78.378006348215,
Estonia,2017,18738.3832008365,20896.1146078565,,225.798758636333,1146.17163473416,,783.134252453444,,2.626761195995,
European Union,2017,3129175.01673801,3832777.04259374,3836066.44659652,86516.3238737753,425299.119611277,82.913687827299,181516.359724244,2692.72757180586,6422.18093317022,1072.40045363581
Finland,2017,44653.97442443,55030.8676425593,55084.2461951353,1064.04755804122,5177.53469560228,,4108.25543374261,1.49787368064139,25.5576570625,
France,2017,352727.321650415,465262.154527665,466153.168081026,16050.522733414,66080.6274916821,7.149004394,29171.1176709235,612.624891347979,612.79108548883,
Germany,2017,785985.850965468,881582.778919388,,10374.6897383484,53339.0069062907,10.7709,27547.8499412995,233.857087177,3874.998371655,215.75500915
Greece,2017,74843.4435127421,96110.3173298621,,5806.44810883067,11324.03317899,,4017.64425827665,113.583312595203,5.1649584275,
Hungary,2017,49580.3257451885,65072.7578338043,,1745.06361653321,9369.32140052762,,4259.55168566835,1.15809122007648,117.337294666565,
Iceland,2017,3612.18889913732,4799.69917413051,,170.450500706063,686.79234031976,,266.339285497186,61.116994403634,2.81115406655,
Ireland,2017,39078.276554119,63424.534744706,,1094.29693966744,17177.2149544904,26.538166666613,5965.40175472576,42.3768236363636,40.429551400395,
Italy,2017,353418.593791965,437340.978899978,,16513.6473615436,48783.9679589814,23.499666666686,16957.504762009,1191.05046333333,428.286598694865,24.428296784
Japan,2017,1186802.26309009,1286736.26316875,1288847.60008092,44956.3527384356,28043.8395211533,449.775297609784,20891.9694067822,3521.30924565417,2070.75386903021,
Latvia,2017,7216.30267149435,10776.0987188796,10795.2243286253,256.799772345696,2019.58549472323,,1272.77242657231,,10.638353744,
Liechtenstein,2017,155.769396512046,193.914664487944,,9.25101705198165,20.8642468326698,,7.98096788945565,0.00250620179079,0.04653,
Lithuania,2017,13286.1875216231,20344.8490216019,20380.9354451715,680.680926443351,3689.2527459906,0.0109641,2680.86617144491,,7.850692,
Luxembourg,2017,9267.99225437232,10259.7362374971,,61.9171896875265,672.537247899723,,247.55784575111,,9.731699786455,
Malta,2017,1530.83881502535,2028.38222117927,,244.005312163602,201.122283614506,,51.3972469068186,0.0000011125,1.0185623565,
Monaco,2017,72.7440508142749,83.3328398890678,83.5513202269354,6.2009739024228,1.356052424101,,2.9086129252691,0.009894015,0.113255808,
Netherlands (Kingdom of the),2017,162202.58180506,191991.165578626,192444.211411126,1612.92616732763,20063.7270446338,,7913.5647682559,77.5287933480453,120.837,
New Zealand,2017,35687.1811634839,78511.4004413205,,1336.86827559375,33506.9289709128,,7905.17455070094,60.45772345,14.789757179172,
Norway,2017,43827.054218652,52678.8144868759,52981.0080048159,972.627967165029,5593.08895526207,,2110.28813043488,117.75033297,58.00488239189,
Poland,2017,336765.416207756,409003.175410569,409543.494272131,5772.78911029448,45871.7519932482,,20495.875262671,12.3777536619744,84.96508293776,
Portugal,2017,55106.2786766414,71403.9984797266,71545.7578461738,2895.17575840634,10422.9342131538,,2936.26780111822,17.0042376481956,26.337792758745,
Romania,2017,79648.9092166186,118358.661065006,,1696.3823219638,26956.6851335651,,10012.2626462055,5.01881726445987,39.40292938825,
Russian Federation,2017,1666121.20623912,2082644.32313239,,34357.463207356,295603.693475846,0.1668744,82715.7957037528,2694.21849081215,1151.7791411047,
Slovakia,2017,36114.0922244274,42419.281316917,42466.761835728,710.194432961387,3897.02139599509,,1682.91885972755,7.7540700556087,7.30033375,
Slovenia,2017,14616.6775787976,17870.4277662858,,323.865913696826,2248.22332665545,,649.582546705701,15.6897107552473,16.388689675,
Spain,2017,273592.190781422,334703.521014998,,6082.20606539686,41995.9296016419,,11852.6074984825,115.918772111536,232.4511482405,832.217147701807
Sweden,2017,42456.5882508714,52562.6612329078,,1042.153109567,4932.13875489557,,4051.61425980054,32.949489675685,47.21736809758,
Switzerland,2017,38172.0932793285,48245.1335640937,48368.4175194011,1390.4140540614,5271.97404966116,0.75217553775,3141.41149036893,29.1627358407177,239.325779295215,
Türkiye,2017,430900.876640347,528565.928902388,,5256.43672377606,56817.0864752698,,35443.5616719965,25.1734309981426,122.79396,
Ukraine,2017,223080.811841786,323286.590758445,,1049.28348171302,64127.740686916,,35000.1977173121,,28.5570307173,
United Kingdom,2017,388415.420157715,476874.214865276,,13267.8599032414,55679.3551386904,0.337573638192,18670.5484969119,386.917569562433,453.776025516615,
United States of America,2017,5212162.34548129,6561824.43981912,,145330.484577493,762657.938651917,528.942586160415,414686.589998655,3762.11043093649,7228.91548293019,15467.11260974
Australia,2018,416283.827446405,552484.024716441,,10443.9463804196,105796.247541354,,19578.7352445301,236.00270391,145.265399822976,
Austria,2018,66571.8924005598,78854.3749245888,,1945.84965785008,6757.86794870621,15.456,3135.7270099352,29.39778,398.184127537555,
Belarus,2018,62156.9324464156,92202.4064463779,,187.162413503014,17480.7019196544,6.8086221156,12352.4735122317,11.8559795227314,6.4715529348,
Belgium,2018,99967.3236184139,117584.915804926,,4206.09463374671,8181.19653592443,0.604394,5010.73162872995,121.192062051441,97.772932059165,
Bulgaria,2018,43479.638482018,55361.8406593289,55430.0385217763,717.308128616299,6801.94174796498,,4344.39435893608,0.01445286042139,18.543488933075,
Canada,2018,577066.284667036,724615.779780607,,12153.4997456952,103864.664920584,0.343656,30558.8459032065,629.522942605875,342.617945478636,
Croatia,2018,17724.1517863315,24600.986811995,,1356.03481042867,4103.61364575574,,1410.72341147906,,6.463158,
Cyprus,2018,7321.71997776382,8821.19568151655,8826.24618151655,308.052119909632,1013.25106964142,,161.277831534922,,16.894682666745,
Czechia,2018,106358.385544829,129180.055131985,129889.8533133,3793.35560714547,14165.5487491501,2.912168,4785.06433214221,2.06538359274079,72.723347125765,
Denmark,2018,36200.5718494376,50726.0215574889,51012.1526561559,541.850218222423,8658.41624240605,,5249.00620540872,0.006615165375,76.17042684872,
Estonia,2018,17884.8354823724,20030.1032482558,,225.985435251345,1143.58287445534,,772.948440201181,,2.7510159756,
European Union,2018,3055628.89632229,3747655.8899542,3750770.81015843,81980.3288986712,419510.262427317,81.977037503263,179127.653014078,3070.73737234809,6508.6802508724,1747.35463112628
Finland,2018,45730.1013094859,55949.6561199998,56003.2721814818,1014.52697109427,5098.89233103478,,4083.02335986502,1.5919430322644,21.5202054875,
France,2018,338250.813946658,447070.005186176,447907.209012999,14526.6985788262,64990.9408911099,11.467203714351,28118.8978501154,585.736978278277,585.449737474055,
Germany,2018,754811.138095725,846171.189524816,,9424.78445896137,51097.5251753717,10.9963,26383.1034135414,263.068359497,3989.44892212,191.1247996
Greece,2018,71780.9019494892,92857.1204734336,,5559.41938520542,11463.057570083,,3926.5795826725,122.067546355909,5.0944396275,
Hungary,2018,49534.4098963676,65033.6367994025,,1782.0505419042,9298.43086589179,,4317.91835066811,1.29949303094191,99.52765153981,
Iceland,2018,3668.95852163044,4870.41399735261,,188.533435038506,685.072185621673,,255.126044558899,68.698466074041,4.02534442905,
Ireland,2018,39012.5575563339,63734.108308296,,783.926539300854,17543.2656982606,18.383388888963,6288.97641521928,44.8073918181818,42.19131847417,
Italy,2018,349826.897871833,433630.906911749,,16927.9485152384,47972.4340845334,22.131999999949,16892.8504050617,1501.849,464.057215082135,22.73782
Japan,2018,1141668.881409,1242715.70713368,1244778.81844425,47087.1421844178,27660.3435939688,312.303207487888,20431.1223954609,3500.96947809129,2054.94486525071,
Latvia,2018,7863.00828531488,11272.3303672006,11284.1340069969,251.594377782635,1923.77566374815,,1223.08496158097,,10.867078774,
Liechtenstein,2018,142.950402856394,181.709705840091,,9.37918776818102,21.1627104431504,,8.1442269134055,0.00220785896,0.07097,
Lithuania,2018,13434.7460150158,20013.483273549,20051.4265221439,529.888068486341,3487.21530458265,0.0255829,2555.11149256426,,6.49681,
Luxembourg,2018,9573.9050533405,10563.2758541948,,54.955603700162,674.308426282024,,250.075720919107,,10.031049953015,
Malta,2018,1546.73484891335,2037.8031032389,,231.37158994759,209.422602851645,,49.9663730573152,0.0000011125,0.3076873565,
Monaco,2018,74.4403496565163,86.6675909611305,86.8828968425368,7.62579342220342,1.33462172986175,,3.14238767920102,0.000357615,0.124080858348,
Netherlands (Kingdom of the),2018,158133.898109623,186759.632527775,187200.03425793,1230.06216808845,19394.8096057902,,7722.35774320119,167.490901071547,111.014,
New Zealand,2018,35704.1971320452,78776.3011892705,,1375.5997913129,33579.325223069,,8030.07400024476,72.396164892824,14.708877705876,
Norway,2018,43979.8835078959,52702.9688473917,53000.7394937217,939.664385339012,5504.5857960773,,2090.18526174324,133.14563835,55.50425798616,
Poland,2018,336080.905467718,409003.947901978,409494.442899512,5579.88258015127,46444.8183802051,,20775.9132279733,11.7588659788757,110.66937995185,
Portugal,2018,51372.7280774798,67764.9930833704,67888.7605941327,3006.60481307775,10389.4855746152,,2952.6038780288,19.0501181666992,24.52062200225,
Romania,2018,80279.6832501324,119236.800467201,,1761.09877145531,26446.6298704092,,10699.0180948832,4.46993901724618,45.90054130319,
Russian Federation,2018,1712494.42766364,2145241.38036632,,42535.6467938711,305211.847405378,0.19723068,82179.2480717467,1741.60310399215,1078.4100970077,
Slovakia,2018,36105.528516041,42276.4298641565,42329.5440871677,675.620764160764,3783.44410098597,,1695.15915645531,6.99638636353723,9.68094015,
Slovenia,2018,14519.8543152047,17689.1306521869,,304.605101496223,2176.33120974369,,658.003076666926,14.0215618440259,16.31538723138,
