Country or Area,Year,"Undata Carbon Dioxide (Co2) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions, Including Indirect Co2, Without Lulucf, In Kilotonne Co2 Equivalent ","Undata Hydrofluorocarbons (Hfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Methane (Ch4) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Nitrogen Trifluoride (Nf3) Emissions, In Kilotonne Co2 Equivalent ","Undata Nitrous Oxide (N2O) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Sulphur Hexafluoride (Sf6) Emissions, In Kilotonne Co2 Equivalent","Undata Unspecified Mix Of Hydrofluorocarbons (Hfcs) And Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent "
Czechia,2011,115201.992170659,138568.001912861,139535.683298706,2648.54313198376,15646.1095095858,0.553679,4971.36534712235,8.07519920826891,91.36287530189,
Denmark,2011,45693.7795454647,60652.6238486577,61079.467179679,752.076159178407,8831.962099791,,5287.54111120484,7.268009907619,79.996923111185,
Estonia,2011,18956.3554133068,21079.7258728287,,178.25436298708,1267.35545537586,,675.829960721265,,1.930680437695,
European Union,2011,3340208.76062067,4066020.15664504,4069866.1357657,88926.3789119441,448820.580904495,146.492739126405,178390.747972964,3402.48268871405,5710.60354939067,414.109257738842
Finland,2011,56638.0534757235,67815.5631302088,67883.2198059778,1302.08519554209,5818.71064938788,,4029.48680694452,2.8260610653925,24.40094154535,
France,2011,368238.754126051,486264.327798229,487270.686117932,17102.4130696826,71004.5926941536,29.3503,28451.1552621599,675.882492923311,762.17985325844,
Germany,2011,807613.931820731,907502.15868657,,10168.6649627782,58550.675147301,57.292286793,27457.7175902811,256.1536533657,3128.521119345,269.202105975
Greece,2011,94505.232097114,116179.12320939,,4480.25313659053,12266.7672009086,,4821.50626341572,100.07701136143,5.2875,
Hungary,2011,50253.1234637353,64870.1719640423,,1390.46570518058,9662.02152746947,,3480.19348660157,4.39487234924474,79.972908706055,
Iceland,2011,3504.6976259864,4692.24721738513,,134.721903100242,731.948140032621,,250.725775726847,67.014875922215,3.1388966168,
Ireland,2011,38056.3669505705,58852.5257090815,,1041.70952819675,14490.8495050737,25.3575,5176.90855056307,14.4414,46.89227467742,
Italy,2011,424739.246178946,510854.612294614,,15223.1404545341,51386.9522301905,27.782333333405,17495.9459115448,1503.75561277684,453.36127650409,24.428296784
Japan,2011,1264631.16386068,1350741.1359556,1353083.8791661,26124.5404098298,29857.2272806643,1800.37996890664,22332.9258189895,3772.75565714228,2222.14295938153,
Latvia,2011,7811.91663462442,11066.3205126116,11077.239932357,207.651869210084,1950.7484266797,,1088.30478046739,,7.69880163,
Liechtenstein,2011,176.781992710301,215.93923046882,,8.71078972109846,21.786921116506,,8.588666684241,0.05699523667325,0.013865,
Lithuania,2011,13960.9512297414,21104.5244026325,21136.2761917963,292.697403262491,3937.00999316109,,2905.99564996753,,7.8701265,
Luxembourg,2011,11102.3655091147,12040.4803133141,,51.8688705913038,642.801616759372,,235.878779896967,,7.565536951805,
Malta,2011,2583.9140563767,2961.05639811293,,157.575665115541,163.991896769022,,50.7454563826672,0.0000011125,4.8293223565,
Monaco,2011,74.5322538600852,86.2969702381647,86.5866095629938,6.5163454110894,1.15798398268425,,3.9734705463059,0.03003966,0.086876778,
Netherlands (Kingdom of the),2011,169123.82889598,199922.924124113,200379.593666255,1787.14618722377,21045.0417073732,,7618.45335454473,263.501478991187,84.9525,
New Zealand,2011,34265.0721456443,77106.147829531,,1145.66638330331,34111.9230497516,,7529.39473795667,35.151732956845,18.939779918304,
Norway,2011,44500.3131599396,53999.1469809881,54288.9559447761,923.168605394253,6109.46901046159,,2174.80183059139,236.12656932964,55.26780527162,
Poland,2011,333598.765253804,405798.757301371,406388.176871353,6104.96839204085,46170.0254805526,,19867.9410989769,16.8383760177934,40.218699979245,
Portugal,2011,51739.8071739674,68058.1747945069,68213.6147214774,2067.73879985203,11331.4381794414,,2880.2448228002,9.06397183615845,29.88184660974,
Romania,2011,92803.5175687579,132871.067807734,,999.110934736912,28930.5255146477,,10086.1736499756,11.4342,40.305939615805,
Russian Federation,2011,1685909.60508385,2076058.1932624,,11306.1705390517,298550.971561171,,76162.6814206247,3304.169215991,824.595441707112,
Slovakia,2011,37988.6156300581,44839.8958369415,44897.5108950965,576.434453816629,4335.43284903288,,1899.89161814604,18.0808258878091,21.44046,
Slovenia,2011,16358.7861296442,19716.0110307588,,244.238955602348,2419.9736888494,,657.007255291106,18.1269357468355,17.878065625,
Spain,2011,283799.320838926,354632.153288204,,14980.9490947314,44170.3520957107,,11233.6436674044,80.9130298106161,246.495706641,120.478854979842
Sweden,2011,49210.9769219359,60012.2632659044,,1038.85354093141,5660.48701084747,,3851.13771024096,193.66662294371,57.14145900497,
Switzerland,2011,40981.0701613775,51186.2925998072,51332.100344199,1310.07788472062,5520.07026953351,8.7309495,3164.8129924615,33.6944374839714,167.835904730095,
Türkiye,2011,342057.326044955,428617.589081313,,3432.77456844341,54165.5577230848,,28531.906246241,362.65049858894,67.374,
Ukraine,2011,308376.393929976,428749.004279144,,823.172710546152,86193.9622581016,,33347.0589759794,,8.41640454,
United Kingdom,2011,471410.359169437,570233.51649317,,12134.8825947452,67146.2015341169,0.337573638192,18599.5716191464,376.372850149662,565.79115193696,
United States of America,2011,5546116.06732055,6907203.23570722,,138183.622468219,783604.704439019,539.048776030226,412263.069872119,6651.19218727112,9619.15538860538,10226.3752554
Australia,2012,406150.910037526,541899.740302483,,8207.61740624672,106641.052870279,,20490.296456053,294.882946981773,114.98058539706,
Austria,2012,67282.9197990583,79788.3247197534,,1599.07398070785,7469.67356667963,8.01619,3061.23356977423,45.95313,321.454483533385,
Belarus,2012,62545.2637572874,92432.6074603941,,113.040559204439,17074.9191640812,8.6298095952,12669.4537456052,15.0272469390447,6.2731776816,
Belgium,2012,102404.51930685,120443.61327066,,3389.48353331818,8819.24892718146,1.0465,5599.38103561966,115.155204125139,114.778763565385,
Bulgaria,2012,48289.981585826,59675.7150056114,59748.1586528068,502.029904450307,7561.51483576702,,3305.55202971122,0.046851631425,16.58979822551,
Canada,2012,565781.728260776,716370.500321952,,9084.09011205681,110506.668335065,0.151044896,28731.8662165829,1804.89154657846,461.104805997264,
Croatia,2012,19081.2480668105,26113.0980086238,,703.057631482102,4316.98480876876,,2000.5088425624,,11.298659,
Cyprus,2012,7262.76983526846,8624.6842976468,8629.3411976468,221.173987639924,963.139047168444,,162.630921769977,,14.9705058,
Czechia,2012,111298.443406065,134610.181773864,135533.900152863,2751.78160149352,15580.3762688573,0.832048,4877.30577471796,6.16740506518957,95.275269664875,
Denmark,2012,41258.3457768704,56058.8083253947,56446.1947321725,755.463411325577,8719.20581662134,,5188.96566868223,3.18472373288687,133.642928162315,
Estonia,2012,17771.7825803327,19962.9291774311,,188.030227566667,1279.97091592427,,721.095892730161,,2.04956087728,
European Union,2012,3267742.37653258,3991710.90020112,3995310.05733571,91277.2306411323,446196.416827222,110.49107484317,176787.645426877,2962.57114606226,5850.33188595284,783.836666450161
Finland,2012,51146.3149183475,62255.532912258,62317.555286501,1310.45084695647,5752.26391918944,,4020.1363824546,3.5306897599989,22.83615555,
France,2012,370610.915012908,488200.248084743,489106.249342352,17313.361229719,70262.3454156688,19.0946,28542.2918781401,687.856879490238,764.38306881616,
Germany,2012,812815.529922735,913347.727531544,,10337.4078633877,58892.5701367588,32.955389621,27583.7712173186,221.3034250879,3177.229282175,286.96029446
Greece,2012,91392.5891275176,112923.947915061,,4864.4828473919,12086.3562415345,,4441.48579153923,133.830335648775,5.203571428605,
Hungary,2012,46818.7204085027,61557.1170316172,,1452.74103929023,9783.34437649799,,3418.393551458,4.5001364678117,79.41751940051,
Iceland,2012,3501.2996210945,4686.90008119431,,140.161411644427,699.264357363761,,256.132868670688,84.532016056389,5.50980636455,
Ireland,2012,38227.2013942766,59939.507232504,,1031.37414453999,15230.3803724874,23.61301388894,5379.66447409108,8.69943999999996,38.57439322008,
Italy,2012,404260.612758555,491949.912873247,,15922.6033037916,51997.2601207308,24.933333333391,17905.2103879375,1356.9976964417,457.866975672575,24.428296784
Japan,2012,1305883.60330292,1393594.15638137,1395866.41835961,29381.772417681,29202.0630299759,1511.85224938292,21955.2604322833,3452.33224983866,2207.27269928224,
Latvia,2012,7520.5862751425,10884.33341469,10896.9451474957,207.835692768957,2000.0177866387,,1147.87802351979,,8.01563662,
Liechtenstein,2012,185.325447293463,225.152292246569,,9.05613851259445,22.2574937749637,,8.4718745253369,0.04086814021105,0.00047,
Lithuania,2012,14055.9515485174,21085.9755553671,21115.698158483,337.866944641455,3948.95316400711,,2739.21660620119,,3.987292,
Luxembourg,2012,10872.0031547089,11804.1744210261,,54.0327867330449,638.837192452368,,231.34821408257,,7.953073049165,
Malta,2012,2717.04286916906,3126.27085874142,,189.641871528736,168.443986278762,,50.5827582958588,0.0000011125,0.5593723565,
Monaco,2012,77.6424317801894,89.1341375400205,89.3859387722297,6.1542047331265,1.30059486798175,,3.94974569947484,,0.087160459248,
Netherlands (Kingdom of the),2012,165481.768460365,195581.751504017,196034.782606536,1738.43690995624,20578.0926433488,,7460.5411205661,183.251869780946,139.6605,
New Zealand,2012,35944.2455088726,79086.9135105115,,1182.68372985714,34292.9562772483,,7598.6670896487,47.461606756948,20.89929812784,
Norway,2012,43979.8833762648,53380.6665616926,53671.1106750626,979.886574358819,6004.24486601479,,2182.14919854151,180.25572113543,54.246825377295,
Poland,2012,325953.296070393,397900.734763316,398442.340026243,6344.76601164383,45607.7326601984,,19935.7346185387,15.9964572169037,43.208945325045,
Portugal,2012,49898.5512426339,66076.8095857787,66238.5833571197,2197.01293340967,11061.7823399108,,2877.84003137472,10.202640737403,31.42039771222,
Romania,2012,91126.7076015055,130693.309094522,,1091.86450617817,29080.6130555763,,9345.43743427567,6.6792,42.00729698657,
Russian Federation,2012,1701268.29248332,2100946.51945698,,17840.1716768086,299471.005419169,0.36095748,73532.3968089207,3324.10094530968,5510.19116596578,
Slovakia,2012,35913.2567708701,42451.3748641028,42497.8588675193,602.07395934895,4198.18234976183,,1692.88878845493,23.0771056669611,21.89589,
Slovenia,2012,15759.566954805,19083.1375532001,,268.335956530454,2362.94540279647,,659.975680529922,16.2855539131966,16.028004625,
Spain,2012,278060.409644906,347509.266350181,,14965.6855798857,42934.1269046506,,10800.9294050674,48.9101995035434,226.7565409615,472.448075206161
Sweden,2012,46712.0797573872,57108.5452321157,,1022.76094259896,5455.4187192554,,3792.58089151667,70.942200679743,54.76272067778,
Switzerland,2012,42248.6522615956,52516.284797799,52655.7293289042,1375.07193904025,5497.89839340102,0.507751335,3132.51647614316,36.7007025546425,224.93727372935,
Türkiye,2012,356107.201195157,448184.458133888,,4256.94838676063,57830.0166268763,,29650.375500926,271.334024168011,68.5824,
Ukraine,2012,304424.111581539,417831.800393651,,844.294092446126,80661.0053836231,,31891.3997155858,,10.9896204573,
United Kingdom,2012,489083.109737371,586328.482837199,,12755.1568370644,65358.1530526688,0.337573638192,18370.3523320522,221.658798579021,539.714505825295,
United States of America,2012,5344085.97972778,6670533.53233651,,137205.385123443,771384.364246333,540.511676771031,392321.768131211,5819.58034924806,8286.69876931855,10889.2443124
Australia,2013,397887.458385894,532267.334867726,,8566.91307950701,106249.156436759,,19263.6358124958,192.001235884438,108.169917185976,
Austria,2013,67776.0419289963,80228.5178317023,,1689.19592533508,7348.95288934358,9.1287,3045.8798202296,44.62425,314.69431779771,
Belarus,2013,64125.5561302636,94456.4108012947,,125.710308045944,17423.0104733757,8.3257762032,12753.1205812861,14.4978279745938,6.1897041456,
Belgium,2013,102714.746945972,120523.715479362,,3452.04142012382,8650.40972336463,1.16242,5456.15543232696,128.277554985818,120.921982588695,
Bulgaria,2013,42586.7302149638,54453.6993716259,54527.7458587035,727.625041253165,7466.39265788863,,3651.8657729755,0.03939737023125,21.04628717458,
Canada,2013,569539.743327633,723096.304440942,,10075.0982028364,111504.033241653,0.151044896,29887.6124275981,1624.67071922433,464.995477100952,
Croatia,2013,18432.191008391,24890.0935225927,,768.70036128603,4203.11159354863,,1478.69184286701,,7.3987165,
Cyprus,2013,6582.60856022518,7920.23497957017,7923.91547957017,225.673445631845,948.40219682242,,147.973068690715,,15.5777082,
Czechia,2013,106732.695641486,129251.706746143,130079.364190734,2880.60511059797,14893.8617356153,1.318429,4653.45173581835,4.1837996149091,85.590294009805,
Denmark,2013,43115.7290043674,57779.385362138,58143.8736633878,697.710957842957,8614.23549731089,,5193.68285350955,3.315,154.712049107195,
Estonia,2013,19660.4203374146,21865.0803297811,,201.520879985932,1280.43725076093,,720.513670515912,,2.188191103675,
European Union,2013,3187657.88668937,3905193.39195458,3908576.75698441,93185.9284708487,438057.659726532,83.56295733331,176416.509590884,3015.51881081376,5824.8282423375,951.497466462496
Finland,2013,51715.5845341063,62700.9345802066,62760.6717911185,1290.87979417998,5614.36546627005,,4044.12271091624,4.19458118402758,31.78749355,
France,2013,372705.769395231,487905.797911214,488814.149754449,17252.9854497406,68636.6062787625,9.9498,28019.0628867465,581.638360916775,699.785739816825,
Germany,2013,833804.3671132,933505.372995183,,10324.8528550645,57898.5065111973,15.0052,27717.8985527834,234.168702803,3218.207628075,292.36643206
Greece,2013,81713.2598699917,103262.336384869,,5403.5380194909,11812.4455373586,,4171.65414385537,156.1294927442,5.309321428605,
Hungary,2013,43669.6207389941,58661.1094961701,,1526.06840847181,9633.62999608653,,3726.18990399646,4.74627987751068,100.854168743675,
Iceland,2013,3490.09979142662,4694.67212255533,,170.540339369838,700.822795081954,,250.600136434476,79.28447233614,3.3245879063,
Ireland,2013,37281.8676451007,59711.6065799165,,1061.05681803276,15545.3181879879,21.250083333318,5749.63732234415,7.57400000000001,44.90252311763,
Italy,2013,370253.537308923,456475.724306031,,16692.3451314642,50332.1176483274,25.695999999992,17170.5704034812,1543.53366666667,433.495850385315,24.428296784
Japan,2013,1315192.02197956,1405350.42387564,1407629.47229939,32129.236564594,29143.2576800454,1617.23736567399,21901.3702815217,3292.04920959589,2075.2507946444,
Latvia,2013,7369.65452574749,10800.4251431976,10815.9235978314,220.321530077057,2028.3224083982,,1173.36245897287,,8.764220002,
Liechtenstein,2013,192.544886659596,231.305991874281,,9.01864083634787,21.3216389058134,,8.20080064748255,0.04001482504104,0.18001,
Lithuania,2013,13154.2492798883,19954.614737085,19982.0375118861,392.119294881347,3875.12134651509,0.052325,2526.68349880026,,6.388992,
Luxembourg,2013,10338.725190948,11281.3105459474,,57.4881730077092,644.19845652434,,232.566347559115,,8.332377908215,
Malta,2013,2379.24864499348,2799.1502287957,,200.830160313857,166.165100095803,,50.0533499235645,0.0000011125,2.8529723565,
Monaco,2013,78.4025585158739,91.1266573764958,91.3639992445591,7.26308847617979,1.269526589165,,4.07449237492908,0.030611844,0.086379576348,
Netherlands (Kingdom of the),2013,164874.212433753,195278.021672109,195727.374482471,1936.50971666426,20558.0519814447,,7656.03261817492,141.754422072289,111.4605,
New Zealand,2013,35240.2253272822,78430.0061364678,,1198.37566180215,34294.3956562404,,7630.69923869966,48.12525494789,18.18499749546,
Norway,2013,44249.2773800023,53615.0838141175,53916.3874754575,1068.10986772699,5913.73588419825,,2164.04459092222,162.77748314031,57.13860812738,
Poland,2013,321927.043704687,393881.538492464,394345.189010383,5965.81374378409,45834.0347878708,,20090.4532752017,15.1966343560586,48.99634656407,
Portugal,2013,48102.7295644781,64156.7487947428,64302.0484354875,2339.14227439515,10800.5177593678,,2871.02700495715,11.3884929167883,31.943698627865,
Romania,2013,79365.5757389875,118721.667592912,,1181.17912320637,28464.3108749501,,9657.64508722998,5.529,47.427768538455,
Russian Federation,2013,1640437.42820684,2041805.20655491,,21785.3018133693,295763.703865609,0.72191496,75233.6477442767,3420.03307977617,5164.36993007512,
Slovakia,2013,35569.5073885966,42131.2166438067,42177.6296372582,620.993407411041,4181.46156847958,,1727.44387713504,8.82223218444737,22.98817,
Slovenia,2013,15128.261700186,18382.0045781324,,288.997552348753,2298.54201836812,,635.576340280707,13.7718739487871,16.855093,
Spain,2013,251940.317560619,320452.332494204,,14869.3029944495,41536.2978659364,,11190.8725356209,60.4150506073652,220.4237493525,634.702737618496
Sweden,2013,45202.0841484287,55473.5458369993,,1013.79568177482,5350.97587167894,,3817.12447883221,46.216017452385,43.34963883217,
Switzerland,2013,43182.4806524981,53361.8386148767,53494.4187732897,1353.81353758613,5418.00547088694,0.133083405,3111.34565116906,25.8827431448756,270.17747618658,
Türkiye,2013,347331.771444166,440195.300834193,,4471.16210734234,56663.0330444977,,31460.3416310698,199.977007117408,69.0156,
Ukraine,2013,297479.012896623,409243.159108596,,891.707253467631,75456.8938942615,,35403.0019418867,,12.543122357628,
United Kingdom,2013,479088.606963135,572040.66183819,,13176.8936515488,60648.0425106848,0.337573638192,18378.0597256011,274.176152250947,474.54526133083,
United States of America,2013,5480156.53670671,6841661.09298666,,137522.778994704,774799.726947997,467.417051889459,423665.329518998,5563.99231201732,7926.56195374523,11558.7495006
